Event	ID	Name			Wwise Object Path	Notes
	1730208058	Player_Footsteps			\PapaPlease\Player\Player_Footsteps	
	2722341167	Player_Slap			\PapaPlease\Player\Player_Slap	
	3855133085	Player_Shower_Off			\PapaPlease\Player\Player_Shower_Off	
	4187592433	Player_Shower_On			\PapaPlease\Player\Player_Shower_On	

Switch Group	ID	Name			Wwise Object Path	Notes
	2722341167	Player_Slap			\Default Work Unit\Player_Slap	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	Player_Slap			
	1115957451	Kid	Player_Slap			
	2058049674	Wood	Player_Slap			
	4248742144	Nothing	Player_Slap			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	335387735	AI_Cooking_Slice_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_B64C11FE.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_03		5177
	340403617	Player_Foosteps	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_C50FB77B.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_R\Player_Foosteps		6424
	342456217	AI_Cooking_Slice_09	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_228D2781.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_09		9574
	345903383	AI_Cooking_Slice_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_2CED9B70.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_02		5405
	346396162	Player_Foosteps_05	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_188CC2AC.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_L\Player_Foosteps_05		3617
	351760469	AI_Cooking_Slice_05	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_45E2BF99.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_05		8129
	377243309	Player_SlapKid_03_v2	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Kids\Player_SlapKid_03_v2_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Kids\Player_SlapKid_03_v2		4523
	412528245	Player_SlapWood_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Wood\Player_SlapWood_01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Wood\Player_SlapWood_01		6730
	427827430	Player_SlapWood_04	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Wood\Player_SlapWood_04_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Wood\Player_SlapWood_04		6584
	436361983	Player_CleanWindow_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_CleanWindow\Player_CleanWindow_02_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_CleanWindow\Player_CleanWindow_02		38563
	444206033	Player_FlushToilet_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Flush\AI_FlushToilet_02_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Flush\Player_FlushToilet_02		71007
	454683484	Player_SlapNothing_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap_Nothing\Player_SlapNothing_01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Nothing\Player_SlapNothing_01		5020
	468389400	Player_Foosteps_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_B1A5E84B.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_R\Player_Foosteps_02		5374
	492102144	Player_CleanWindow_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_CleanWindow\Player_CleanWindow_03_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_CleanWindow\Player_CleanWindow_03		35662
	507562771	AI_Cooking_Slice_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_02_AF95DF0C.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice_Fast\AI_Cooking_Slice_02		29471
	509307203	Player_Foosteps_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_C9692224.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_R\Player_Foosteps_03		5893
	526595985	AI_Cooking_Slice_04	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_2F77DAE5.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_04		6980
	545781685	AI_Cooking_Slice_11	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_15A2F47B.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_11		5442
	548995467	Player_SlapConcrete_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Concrete\Player_SlapConcrete_01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Concrete\Player_SlapConcrete_01		9213
	554857778	AI_Dishes_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Dishes\AI_Dishes_01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Dishes\AI_Dishes_01		124743
	557195830	Player_SlapConcrete_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Concrete\Player_SlapConcrete_03_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Concrete\Player_SlapConcrete_03		8869
	565132539	Player_Foosteps_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_00DB3562.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_L\Player_Foosteps_03		6096
	581707974	AI_Cooking_Slice_04	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_02_5DE3481A.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice_Fast\AI_Cooking_Slice_04		50259
	589315946	Player_FlushToilet_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Flush\AI_FlushToilet_03_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Flush\Player_FlushToilet_03		86698
	650818699	AI_Shower_On_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Shower\AI_Shower_On\AI_Shower_On_01_64B08D9F.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Shower\Player_Shower\Player_Shower_On\AI_Shower_On_01		44936
	676373364	AI_Cooking_Slice_07	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_07D1C7E6.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_07		9130
	682061179	Player_SlapKid_04_v2	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Kids\Player_SlapKid_04_v2_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Kids\Player_SlapKid_04_v2		4756
	692350725	Player_SlapConcrete_05	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Concrete\Player_SlapConcrete_05_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Concrete\Player_SlapConcrete_05		8796
	694118993	AI_Cooking_Slice_08	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_154BBB9E.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_08		9864
	699204274	Player_Foosteps_06	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_59AE5057.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_L\Player_Foosteps_06		5324
	719172788	AI_Cooking_Slice_06	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_51926A31.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_06		9591
	722807354	AI_DishesBrush_Lp	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Dishes\AI_DishesBrush_Lp_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Dishes\AI_DishesBrush_Lp		243576
	730470174	AI_Shower_Off_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Shower\AI_Shower_Off\AI_Shower_Off_02_0C140E59.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Shower\Player_Shower\Player_Shower_Off\AI_Shower_Off_02		72411
	742844808	Player_Foosteps_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_58FD6897.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_L\Player_Foosteps_01		4541
	758662162	Player_Foosteps_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_61B0ACEF.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_L\Player_Foosteps_02		4961
	759396978	Player_SlapNothing_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap_Nothing\Player_SlapNothing_02_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Nothing\Player_SlapNothing_02		3555
	763633445	Player_SlapWood_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Wood\Player_SlapWood_02_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Wood\Player_SlapWood_02		7367
	768879026	AI_Dishes_02	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Dishes\AI_Dishes_02_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Dishes\AI_Dishes_02		186934
	776890746	Player_SlapNothing_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap_Nothing\Player_SlapNothing_03_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Nothing\Player_SlapNothing_03		3972
	818042032	AI_DishesWaterFlow_Lp_L	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Dishes\AI_DishesWaterFlow_Lp.L_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Dishes\AI_DishesWaterFlow_Lp_L		107310
	849168720	Player_CleanWindow_04	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_CleanWindow\Player_CleanWindow_04_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_CleanWindow\Player_CleanWindow_04		44920
	851787167	Player_SlapNothing_04	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap_Nothing\Player_SlapNothing_04_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Nothing\Player_SlapNothing_04		4081
	858942714	Player_Foosteps_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_FF2CEB3C.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_R\Player_Foosteps_01		6457
	880998539	AI_Cooking_Fry_Lp-01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Fry_Lp-01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_BoilingPot\AI_Cooking_Fry_Lp-01		336480
	885968506	Player_Foosteps_05	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_79AE4433.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_R\Player_Foosteps_05		5410
	925843002	AI_Cooking_Slice_03	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_02_9F5B5F13.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice_Fast\AI_Cooking_Slice_03		15831
	935417706	AI_Cooking_Slice_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_5B48C330.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_01		6731
	973609531	Player_SlapKid_02_v2	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Slap\Player_Slap_Kids\Player_SlapKid_02_v2_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Slap\Player_Slap_Kids\Player_SlapKid_02_v2		4594
	990017600	AI_Cooking_Slice_10	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Slice_01_6556147E.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_Cooking_Slicing\AI_CookingSlice\AI_Cooking_Slice_10		9998
	1003825247	Player_CleanWindow_01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_CleanWindow\Player_CleanWindow_01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_CleanWindow\Player_CleanWindow_01		31797
	1024918717	AI_Cooking_Boil_Lp-01	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\AI_Cooking\AI_Cooking_Boil_Lp-01_F52F4675.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Cooking\AI_BoilingPot\AI_Cooking_Boil_Lp-01		593504
	1041084550	Player_Foosteps_04	D:\Boulot\GameJam\LD43\PapaPlease\PapaPlease_WwiseProject\.cache\Windows\SFX\Player_Foosteps_5EA375EA.wem		\Actor-Mixer Hierarchy\PapaPlease\Player\Player_Footsteps\Footseps\Footstep_R\Player_Foosteps_04		6580

